,news,catagory
1578,"Preezdaantiin FDRI duraanii Dooktar Mulaatuu Tashooman mootii Saawdii Arabiyaa Salmaan Biin Abdul Aaziiz Al Saahud waliin marihatan.
 
Dooktar Mulaatuu Tashooman mootii Saawdii Arabiyaa fi eegduu olaanaa masjiidota qulqulluu lamaanii mootii Salmaan Biin Abdul Aaziiz Al Saahud waliin magaalaa Riyaad masaraa Al Yaamamaatti marihataniiru.
 
Turmaata isaanitiin hariiroo Ityoophiyaa fi Saawdii Arabiyaa cimsuuf marihataniiru.
 
Maricharrattis Riyaaditti Ambaasaaddarri Ityoophiyaa Abdulaaziiz Ahimad, ministirri Ministeera Dhimma Alaa Saawdii Faysal Biin Faarhaan Biin Abdullaah, ministir deettaa fi miseensi kaabinee akkasumas gorsaan dhimma nageenya biyyoolessaa Dooktar Musaahaad Biin Muhaammad Al Aybaan, ministir deettaan dhimmoota Saawdii Arabiyaa fi Afrikaa Ahimad Qaaxaan hirmaataniiru.
",politics
1579,"Manni murtii Sudaan hojjetoota Tika Nageenyaaa 27 irratti murtee duhaa dabarse.
Barsiisoota yeroo mormii uummataa toohannoo jala oolaan haala sukkanneessaa taheen kanneen ajjeesan  hojjettoota  Tika Nageenyaa Sudaan  27 irratti adabbiin murtoo duhaa darbe.

Manni murtii Sudaan hojjettoota Tika Nageenyaa yakka ajjeechaa sukkaneessaa raawwatan 27 irratti murtee duhaa, shakkamtoota 4 irratti adabbii hidhaa umurii guutuu hanga waggaa 3 fi shakkamtoota 7 ammoo bilisan gaggeessee jira.

Mormii ummataa jalqaba bara Faranjootaa 2019 Preezdaantii biyyaattii Oomaar Albashir irratti bahameen barsiisoonni toohannoo jala oolaan humna nageenyaan mana hidhaatti ajjeefamaniiru.

Preezdaantiin duraan Sudaan Oomaar Albashir yakka malaanmaltummaa raawwataniin giddugala jijjiirrama hawaasummaa keessa waggaa lamaaf akka turan itti murtaaheera.

Akkasumas manni murticha Oomaar Albashir yakka malaanmaltummaa fi jijjiirraa maallaqaa seeraa alaa raawwataniin adabbii cimaa waggaa lamaan adabuun isaa ni yaadatama.
",politics
1580,"Hogganaan olaanaa shororkeessaa Alshabaab haleellaa humna xiyyaaraan ajjeefame.  Loltoonnii Soomaliyaa fi Ameerikaa haleellaa humna xiyyaaraa garee shororkeessaa Alshabaab irratti raawwataaniin hogganaa olaanaa shororkeessaa ajjeefamu himame.

Haleellaa humna xiyyaaraa kan qaqqabsiisan loltoonnii Soomaliyaa fi Ameerikaa bala dhohinsa boombii Moqqaadishootti mudateen yoo xiqqatee lubbuun namoota 79 yoo darbuu namoonni 149 madahuun wal qabateeti jedhame.

Haleellaa humna xiyyaaraa qaqqaabeen hogganaan olaanaa shororkeessaa ajjeefamuullee lubbuu lammiilee nagaa irra miidhaan hin qaqqabnee jedhameera.

Nageenyi Soomaaliyaa haga tasgabbaahutti motummaan Soomaaliyaa fi Ameerikaa wal waraansa garee shororkeessaa Alshabaab waliin taasisaan akka itti fufaan himameera.",politics
1581," Waltajjiin marii jaarsolii biyyaa Afaarii fi Soomaalee booru Adaamaatti kan gaggeeffamu tahuu Ministeerri Nageenyaa beeksise.

Ministeerichi miidiyaaf ibsa laaten akka beeksisetti, nageenya lammiilee fi faayidaa biyyaalessaa kabachiisuuf waltajjichi murteessadha.

Rakkoolee hawaasummaa fi walitti buhiinsa uummaman furuun hariiroo ummataa cimsuuf hojjetamaa jiras jedheera.

Haaluma kanaan hojiin nageenyaa fi walii galtee biyyaalessaa cimsuu hojjetamaa jiraachuu ibseera.

Ityoophiyaa tokkummaan ishee kabajamee hariiroon hawaasummaa fi nageenyi ummataa itti mirkanaahe uumuuf waltajjiin waloo kun gahee olaanaa ni qabaata jedheera Ministeerri Nageenyaa ibsa isaatin.

Ergama biyyaalessaa bahuuf sosochii balhaan hojjetamaa jiraachuu ministeerichi eerera.

Kutaalee hawaasaa tokkumma biyyaalessaa fiduuf qooda olaanaa qaban waliin hojiin marii gaggeessuu hojjetamaa jira jedhameera.

Haaluma kanaan kutaalee hawaasaa garaa garaa keessa jaarsolii biyyaa naannoo Soomaalee fi Afaarii walitti babbahan waliin marii gaggeessuuf booru Adaamaatti waltajjiin marii Dhaabbata ‘Jastiis Foor Ool Priizin Feeloowshiip Ityoophiyaah waliin tahuun qophaahuun ibsameera.",politics
1582," Paartileen siyaasaa sagantaa fi kaayyoo isaanii karaa miidiyaaletiin akka beeksifatan ramaddii yeroo laachuuf qophiin taasifamuu Abbaan Taayitaa Broodkaastii Ityoophiyaa.
 
Daayreektarri olaanaa abbaa taayitichaa Dooktar Geetaachaw Dinquun akka beeksisanitti, miidiyaalen yeroo qilleensaa fi fuula maxxansoota isaaniirratti paartilee siyaasatiif bakka akka laatan ni taasifama.
 
Yeroo qilleensaa fi bakka maxxansaa fudhatanirratti kakaasii filannoo ni taasisu.
 
Ramaddiin qilleensichaas teeknooloojidhaan deeggaramuun tuttuqqii namaarraa bilisa taheet gaggeeffama jedhan Dooktar Geetaachaw.
 
Daayreektarichi Faanaa Broodkaastiing Koorporeetitti akka himanitti, abbaan taayitichaa ramaddicha raawwachuuf murtee Boordii Filannoo Biyyoolessaa Ityoophiyaa eegaa jira.
 
Miseensi boordichaa aadde Bizuuwarq Kattataan gama isaanitiin, tarsiimoon koominikeeshinii waldaalee siiviikii, paartilee siyaasaa fi ummata hammatu qophaahaa jira jedhaniiru.
",politics
1583,"Waliigaltee Ityoophiyaa fi Saawdii Arabiyaatin baatiiwwan saddeettan darbanitti hojjettoonni manaa kumni 11 ol keessummeeffamaniiru.
 
Saawdii Arabiyaatti Ambaasaaddarri guutuu Ityoophiyaa Abdulaaziiz Ahimad akka beeksisanitti, baatiiwwan saddeettan darbanitti hojjettoonni kumni 11 ol keessummeeffamaniiru.
 
Ambaasaaddarichi Faanaa Broodkaastiing Koorporeetitti akka himanitti, hojjettoota ragaalee isaanii dhiyeeffatan keessaa irra jireessi hojii eegalaniiru.
 
Fedhii hojii jirurratti hundaahuun carraa hojii dabalataa uumuuf ni hojjetamas jedhaniiru.
 
Hojjettoonni amma ammaatti ergaman leenjii kan fudhatanii fi seera qabeessan kan ergaman waan tahaniif rakkoon akka isaan hin mudatinis eeraniiru.
 
Daddabarsa namota seeran alaa ittisuu fi tohachuufis qaamolee dhimmi isaan ilaallatu waliin hojjetamaa jiraachuu Silaabbaat Maannaayyee ambaasaaddaricha dubbisuun gabaasera.
",politics
1584,"Preezdaantiin Eertiraa Isaayyaas Afawarqiin daawwii isaanii Ityoophiyaa xumuruun harha gara biyya isaanii deebihaniiru.
 
Preezdaantichi dheengaddaa eegalanii Ityoophiyaatti daawwii hojii taasisaniiru.
 
Turtii isaanitiin muummee ministiraa Dooktar Abiy Ahimad waliin marihataniiru.
 
Hojiilee misoomaa fi indaastiroota Adaamaa, Bishoofruu fi Duukamitti argaman daawwataniiru.
 
Ityoophiyaatti Imbaasii Eertiraa haaraa ijaaruuf dhagaa buhuuraas kaahaniiru.
 
Preezdaant Isaayyaas jilasaanitiif simannaa taasifameef galateeffataniiru.
 
Muummee ministiraa Dooktar Abiy Ahimadii fi ministirri Ministeera Dhimma Alaa obbo Gadduu Aandaargaachaw Buufata Xiyyaaraa Idil Addunyaa Booleetti argamanii gaggeessaa taasisaniifiru.
",politics
1585,"Affeerraan irbaataa preezdaantii Eertiraa Isaayyaas Afawarqiif qophaahe eda galgala Masaraa Mootummaatti mata duree ""Boqonnaa seenaa waloo yaa kabajnu"" jedhuun gaggeeffameera.

Preezdaant Isaayyaas guyyoota lamaaf Ityoophiyaa daawwatanii yammuu xumuran, kaleessa galgala affeerraan irbaataa qophaahefira.

Affeerrichi preezdaant Saahilawarq Zawdee, muummee ministiraa Dooktar Abiy Ahimad, itti aanaan muummee ministiraa obbo Dammaqaa Makoonnan, ministirri Ministeera Nageenyaa aadde Mufaariyaat Kaamiil, abbootiin amantaa fi hoggansi mootummaa biroon bakka argamanitti Masaraa Mootummaa Biyyoolessaatti gaggeeffameera.

Affeerraan irbaataa kun hariiroon biyyoota lamaanii waggoota 20f adda citee ture ega haaromeen boodaa fi muummee ministiraa Dooktar Abiy Ahimad badhaasa Noobeelii Nageenyaa ega badhaafamaniin booda kan qophaahedha.

Hojiileen aartii hariiroo Ityoophiyaa fi Eertiraa calaqqisiisanii fi cimsan dhiyaataniiru.

Preezdaant Isaayyaas turtii isaanii guyyootii lamaatin hojiilee misoomaa daawwataniiru.
",politics
1586,"Poolisoonni saamicha raawwatan adabaman.
 
Miseensonni poolisii meeshaa mootummaan itti laatetti fayyadamuun saamicha raawwatan adabamuu Abbaan Alangee Waliigalaa Federaalaa beeksiseera.
 
Galmeen himannaa akka muulhisutti Koonistaabil Wandimmuu Moosisaa fi Koonistaabil Darrasaa Maarqoos Onkololeessa 20,2011 naannoo Wiirtuu Gabaa DH Gadaatti saamicha raawwataniiru.
 
Poolisoonni kanneen nama hin qabamin Taklahaaymaanoot Gabramadin waliin konkolaataa, Kilaashii fi uleedhan Amiir Alii fi Daawud Alii hidhanii reebudhaan maallaqa suuqii keessa ture Birrii kuma 200 saamanii miliqaniiru.
 
Himatamaa 1ffaan hidhaa cimaa waggaa 11, himatamaa 2ffaan ammoo hidhaa cimaa waggaa 10tin adabameera.
",politics
1587,"Ityoophiyaatti ijaarsa Imbaasii Eertiraatif dhagaan buhuuraa kaahame
 
Mootummaan Eertiraa imbaasii akka haaraatti magaalaa Finfinneetti ijaarsisuuf harha dhagaan buhuuraa kaahameera.
 
Dhagaa buhuurichaas muummee ministiraa Dooktar Abiy Ahimadii fi preezdaantiin Eertiraa Isaayyaas Afawarqiin kaahaniiru.
 
Dhagaan buhuurichaa Siddist Kiiloo, naannoo Galma Walgahiitti kaahameera.
 
Sirnicharratti itti aanaan kantiibaa magaalaa Finfinnee Injiinar Taakkalaa Uumaa fi qondaaltonni mootummaa biroon argamaniiru.
 
Muummee ministiraa Dooktar Abiy Ahimad ergaa dabarsaniin lafti ijaarsa imbaasichaa kennaa ummataa fi mootummaa Eertiraaf kennamedha jedhan.
 
Hariiroo biyyoota lamaanii gama hundaan sadarkaa olaanaatti kan ceesisus jedhan.
 
Ummattoota biyyoota lamaanii hiyyummaa keessaa baasuuf nuffii malee ni hojjennaanis ibsaniiru.
 
Barri Faranjootaa 2020 ummata Ityoophiyaa fi Eertiraatif akkasumas biyyoota baha Afrikaatif bara badhaadhinaa ni taha jedhan muummee ministiraa haasaa isaanitiin.
 
Preezdaant Isaayyaas gama isaanitiin daawwiin tasaa guyyoota lammanii, gammachiisaa turuu himan.
",politics
1588,"Muummee ministiraa Dooktar Abiy Ahimadii fi preezdaantiin Eertiraa Isaayyaas Afawarqiin hojiilee misoomaa magaalaa Bishooftuu daawwatan.
 
Turmaata isaanitiin Bishooftutti dhaabbata oomisha aannanii Hoolaand daawwataniiru.
Daawwii Bishooftutiin booda muummeen ministiraa Dooktar Abiy Ahimadii fi preezdaantiin Eertiraa Isaayyaas Afawarqiin hojiilee misoomaa magaalaa Duukam daawwataniiru.
 
Dooktar Abiyyii fi preezdaant Isaayyaas Duukamitti Warshaalee Iistarn Zoon daawwataniiru.
Zoonichatti Warshaa Qorichaa Ammayyaa SSP daawwatanii jiru.
Muummee ministiraa Dooktar Abiy Ahimadii fi preezdaant Isaayyaas Afawarqiin Paarkii Indaastirii Adaamaas daawwataniiru.
 
Preezdaant Isaayyaas jila isaanii waliin daawwii hojiitif kaleessa ture magaalaa Finfinnee kan galan.
",politics
1589,"Koonfiraansiin Nageenyaa Magaalaa Asoosaatti taahamaa jira.

Koonfiraansii kanas kan qopheesse Waajjira Qindeessaa Sagantaa Nageenyaa fi Misooma Waliinii Mootummoota Naannolee Beenishangul Gumuzifi Oromiyaadha.

Kantiibaan Magaalaa Asoosaa Obbo Umar Ahimad keessummootaan baga nagaan dhuftan jedhanii, waggoota lamaan dura jijjjiiramni akka biyyaatti dhufe akka lafa hin qabaneef ummata barootaaf duudhaa waliin jireenyaa qabu walitti buusuun rakkoon akka uumamu godhamus, kutannoo hoggansaa fi ummataan fashalaahee rakkoon ture furamee nageenyi iddootti deebiheera jedhaniiru.

Obbo Umara imala badhaadhinaa Jijjiiramni fide milkeessuun fayyadamaa tahuuf hunduu harka walqabatee hojjechuu akka qabus dhaaman.

Waldhabdee uumameen nageenyi duraan boorahee ture iddootti akka deebihee fi namoonni rakkoo nageenyaan qehee isaaniirraa buqqaahanii turanis gama lachuunuu akka deebihanidha ragaan Waajjira Qindeessaa Sagantaa Nageenyaa fi Misooma Waliinii Mootummoota Naannolee Oromiyaa fi Beenishangul Gumuz irraa arganne kan mulhisu.

Koonfiraansiin araaraa sadarkaa sadarkaan gaggeeffame milkaahina akka argamsiisedha kan ibsame.

Mana buqqaatotaa naannolee lachuu irraa buqqaahanii manni isaanii gubate kuma shan Waldaa kaatolikii Itiyoophiyaa Damee Naqamteen ijaarsi isaa jalqabameera.

Hojiin ijaarsa dandeettiis hoggantoota Godinaalee fi Aanaalee ollaa daangaarra jiraniif akka kennamee fi buhaa akka buusees ibsameera.

Ummanni naannoo lamaanii Afaanii fi Aadaa walii beekanii miira obbolummaan akka jiraatanis hojjetamaa akka jiru himameera.

Haaluma kanaan Godinaalee Naannoo Beenishaangul Gumuz Asoosaa fi Matakkal,Aanaa addaa Mahoo Koomoo keessatti manni barumsaa Afaan Oromoo 41 banamuun barsiisaa akka jiranis ibsamee jira.

Ummanni Oromoo Naannicha keessa jiran dhorkii tokko malee uffannaa aadaa isaaniin faayamanii ayyaana Irreechaa kabajachuu akka jalqabanii fi walitti dhufeenyi obbolummaa ummataa kan yeroo kamiiyyuu caalaa akka cime dha kan ibsame.

Ummata daangaarra jiru misoomawwan buhuuraan walitti hidhuufis hojjetamaa akka jiru himameera.

Akka ragaan Biiroo Dhimmooota Kominikeeshinii Mootummaa Naannoo Oromiyaarraa muldhisutti, daandiin Arjoo-Jimmaa -Sogee kiiloo meetra  47 Birrii miiliyoona 47 fi Haroo Limmuu -Sugee-Yaasoon kiiloo meetra  20 Birrii miiliyoona 200 oliin hojjetamaa jiru.

Bishaanis hojjetamuf ogeeyyii Yuunivarsiitii Wallaggaan qoratameera.
Dhaabbanni ‘CRShItiyoophiyaas bishaan Aanaalee Daangaa Baloo Jagaan Fooyii fi Saasiggaatti,Haroo Limmuu fi Yaasoo,Mana Sibuu fi Odaa Bildiigiluutti hojjechuuf fandii barbaadaa jira jedhameera.",politics
1590,"Guyyaan farra malaammaltummaa addunyaa magaalaa Finfinneetti kabajamaa jira.

Guyyichi akka addunyaatti siha 16ffaaf, akka Ityoophiyaatti ammoo siha 15ffaaf Hoteela Skaay Laayititti kabajamaa jira.

""Naamusa gaarii ijaaruun, malaammaltummaarratti qabsaahuun nageenyaa fi misooma keenya yaa mirkaneessinu."" mata duree jedhuun kabajamaa jira.

Waltajjicharratti af yaahiin Mana Maree Bakka Buhoota Ummataa obbo Taaggasaa Caafoo, abbaan alangee waliigalaa federaalaa obbo Biraanuu Tsaggaayee, koomiishinarri Koomiishinii Naamusaa fi Farra Malaammaltummaa obbo Ayyalliny Muluhaalam, abbootiin Gadaa, abbootiin amantaa, jaarsoliin biyyaa, namoonni beekamoon, hoggansi siyaasaa, qaamoleen hawaasaa fi keessummoonni affeerraman argamaniiru.

Akka ragaan Fooramii Diinagdee Addunyaa agarsiisutti waggaatti malaammaltummaa raawwatamuun addunyaan qabeenya Doolaara Ameerikaa tiriiliyoona 3.6 ol dhabdi.

Afrikaarraa Doolaara biiliyoona 50 oltu gara alaatti baqfama.

Ityoophiyaa jalaa ammoo Birrii biiliyoona 35.5 oltu malaammaltummaadhan qisaasama.
",politics
1591,"Muummee ministiraa Dooktar Abiy Ahimadii fi jilli Eertiraa preezdaantii biyyattii Isaayyaas Afawarqiitin duurfamu Paarkii Indaastirii Adaamaa daawwachaa jiru.
 
Jilichi magaalaa Adaamaa yammuu gahu, itti aanaa preezdaantii mootummaa naannoo Oromiyaa obbo Shimallis Abdiisaa fi qondaaltota mootummaa birootin simannaan taasifameefira.
 
Preezdaant Isaayyaas Afawarqiin kaleessa ture daawwii hojiitif magaalaa Finfinnee kan galan.
 
Paarkiin Indaastirii Adaamaa dhaabbilee dameewwan huccuu, maashinarii fi oomishaalee addaddaarratti bobbahan kan tajaajiludha.
 
Paarkichi waliigalaan sheedota 19 qaba.
",politics
1592,"Raashiyaa, Iiraanii fi Chaayinaan nageenya daldala addunyaa eeguuf shaakallii humna galaanaa taasisuufi.

Biyyootni kunneen Jimaata irraa eegalee guyyoota 4f kan turu leenjii humna galaanaa kan taasisan tahuu dubbi himaan Iiraan beeksiseera.

Leenjii kun sadarkaa idil addunyaatti naannoo sarara daldala murteessoo tahan kanneen akka kaaba garba Hindii fi galaana Oomaan irratti kan adeemsisan tahuun ibsameera.

Leenjin kun naannichatti rakkoo nageenyaa mudatu furuuf kan gargaaru tahuu dubbi himaan Iiraan Birgaadeer Jeneraal Aboolfaziyoo Shikashii ibsaniiru.

Sababoota garagaraan garba Hindii fi galaana Oomaan irratti hokkora kahaa ture itti fufiinsan dhaabuuf ni gargaara jedhameera.

Ministirri Dhimma Ala Raashiyaa Sargee Laavroov gama isaantitiin biyyi isaanii Chaayinaa fi Iiraan waliin shaakallii humna galaanaa kan taasistu tahuu mirkaneessaniiru.

Kanaafis Raashiyaan qophii gahaa taasisuu ishee minstirichii dubbataniiru.",politics
1593,"Waltajjiin jaarsolii biyyaa naannoo Tigraayii fi Amaaraa gaggeeffamaa jira.
 
Waltajjiin marii ummattoota, jaarsolii biyyaa fi hayyoota naannoo Amaaraa fi Tigraay hirmaachise magaalaa Finfinnee Hoteela Ililliitti gaggeeffamaa jira.
 
Hariiroo ummata naannolee lamaanii cimsuun xiyyeeffannaa waltajjichaati jedhameera.
 
Waltajjichi mata duree ""Tokkummaa biyyoolessaa keenya cimsuuf, rakkoolee keessoo keenyaa mariidhan yaa hiiknu"" jedhuun gaggeeffamaa jira.
 
Waltajjicharratti abbootiin Gadaa, keessummoonnii fi jaarsoliin naannolee adda addaarra affeeraman hirmaachaa jiru.
 
Yaahiin Marii Jaarsolii Biyyaa Ityoophiyaa, Ministeerri Nageenyaa fi ‘Jastiis Foor Ool PF Ityoophiyaah waltajjii marichaa qopheessaniiru.
",politics
1595," Preezdaanti Isaayyas Afawarqii Muummee Ministiraa Dooktar Abiy Ahimad waliin piroojaktii misooma Inxooxxoo fi naannooshee daawwataniiru.

Daawwannaa hojiif harha ganama Finfinnee kan galan Preezdaanti Isaayyas Afawarqii Muummee Ministiraa Dooktar Abiy Ahimad waliin piroojaktii misooma Inxooxxoo fi naannooshee daawwataniiru

Dabalataan qaama piroojaktichaa kan tahe daandii fi buhuraalee misooma kanneen biroo jila isaanii waliin daawwataniiru.

Muummen Ministiraa Dooktar Abiy Ahimad gara aangootti erga  dhufanii hariiroon Ityoophiyaa fi Eertiraa gidduu barootaaf adda cite haareffamuun isaa ni yaadatama.

Muummen Ministiraa Dooktar Abiy Ahimad baatii Adoolessa, 2011 gara Asmaraa imaluun hariiroon biyyoota lameen giduu jiru akka fooyyahuuf waliigaltee mallatteessuun isaanii ni yaadatama.

Hoggantoonni lameen dhimmoota hariiroo biyyootaa cimsuurratti harha ganama marihachuun isaani ni yaadatama.",politics
1596,"Filannoo biyyoolessaa bara 2012 Caamsaa keessa gaggeessuuf qophiin taasifamaa jiraachuu Boordiin Filannoo Biyyoolessaa Ityoophiyaa beeksise.
 
Miseensi boordichaa aadde Bizuuwarq Kattataan Faanaa Broodkaastiing Koorporeetitti akka himanitti, boordichi riifoormii of haaromsuu hojjetuun cinaatti filannnoo baranaa gaggeessuuf qophii duraa cimsee gaggeessaa jira.
 
Buufataaleen galmee filannoo 50,900 fi maxxansi waraqaalee sagalee laachuuf oolan qophaahaa jiraachuu ibsaniiru.
 
Maxxansa meeshaalee filannoo biyya alaatti raawwatamaa jiru kanaaf Doolaarri miiliyoonni 9 baasii tahuu gorsituun koominikeeshinii walitti qabduu boordichaa aadde Sooliyaanaa Shimallis ibsaniiru.
 
Seera filannoo barana bahe buhuureffachuudhan qajeelfamoonni 20 ol kan qophaahan yammuu tahu, torbee itti aanuu eegalee mariin irratti ni taasifama jedhan.
 
Raawwachiistonni filannoo kuma dhibba 2 fi kuma 50 amma kuma dhibba 3 tahan filannicharratti ni hirmaatu.
 
Boordichi buufataalee filannoo kuma 48tti siqan banuuf karoorsee hojjechaa jira.
 
Muuxannoo sagalee ummataa Sidaamaarraa kahuudhan hanqinni akka hin mudanne bittaan maxxansa meeshaalee filannoo miiliyoona 12.5 of eeggannoof raawwatameera.
 
Kunis buufataalee filannoo 50,900tti ol guddisuu kan dandeessisudha.
 
Maxxansichi naannolee 9 fi bulchiinsota magaalaa 2 akka qaqqabutti, aafaanota shaniin hojjetamaa jiraachuu Balaay Tasfaayen gabaasera.
",politics
1597,"Preezdaantiin Eertiraa Isaayyas Afawarqii daawwannaa hojiif harha Finfinnee galaniiru.

Preezdaanti Isaayyas waliin Ministirri Ministira Dhimma Alaa biyyatti Oosmaan Saaleeh fi gorsaan Preezdaantichaa Yemaanee Gabrahab daawwanichaaf finfinnee galaniiru

Preezdaanti Isaayyas buufata Xiyyaaraa idila addunyaa Boolee yoo gahan muummee ministira Dooktar Abiy Ahimad dabalatee angahootni olaanoo mootummaa simataniiru.

Preezdaanti Isaayyas Afawarqii hariiroon biyyoota lameenii waggoota 20 oliif adda citee ture erga haareessaani booddee yeroo garagaraatti Ityoophiyaa daawwataniiru.

Kaayyoon daawwannaa kana inni guddaan hariiroo ummataa Ityoophiyaa fi Eertiraa giddu jiru caalumatti cimsuu irratti kan xiyyeeffatedha jechuun Laaykuun Alamtu gabaase.",politics
1598,"Burkiinaafaasootti haleellaa Jihaadistoonni qaqqabsisaniin lubbuun namoota nagaa 35 darbuu dhagahamee.

Akka mootummaan biyyattii himeetti kanneen lubbuun darbee keessa 31 dubartoota jedhan.

Halleellaa guyyaa kaleessa qaqqabeen loltoonni mootummaa 7 fi hidhattoonni shororkeesitoota 80 ajjeefamaniiru.

Preezedaantiin Burkiinaafaasoo Roch Marc Christian Kabore guyyoota lamaaf biyyattiitti gadda labsaniiru.

Hanga ammaatti haleellaa qaqqabeef qaamni itti gaafatamummaa fudhate hin jiru jedhan.

Dubbi himaan mootummaa biyyattii Remis Dandjino kanneen lubbuun darbeen ala namoota nagaa 6 irraa miidhan qamaa qaqqabuu dubbataniiru.",politics
1599,"Manni Maree Bakka Buhoota Ummataa walgahiisaa harha gaggeessen labsiiwwan adddaarratti ega marihateen booda raggaasise.

Manni marichaa walgahii idilee bara hojii 5ffaasaa harha gaggeessera.

Manni Maree Bakka Buhoota Ummataa wixinee labsii mana amala sirreessaa federaalaa fi wixinee labsii waliigaltee dabarsa sarara gaazii uumamaa mootummaan FDRI fi mootummaan Jibuutii irra gahanirrattis marihatee raggaasiseera.

Wixinee labsii mana amala sirreessaa federaalaarratti koreen dhaabbii dhimmoota seeraa, haqaa fi demokraasii mana marichaatif ibsa laatera.

Wixinee labsii waliigaltee dabarsa sarara gaazii uumamaa mootummaan FDRI fi mootummaan Jibuutii irra gahanirratti ammoo koreen dhaabbii dhimmoota qabeenya uumamaa, jallisii fi inarjii ibsa laatera.

Waliigaltichi bifa faayidaa Ityoophiyaa kabachiisen kan qophaahe tahuun ibsameera.
",politics
1600,"Tajaajilli Odeeffannoo Biyyoolessaa shororkeessitoonni idil addunyaa miidhaa osoo hin qaqqabsiisin tohachuu beeksise.

Jeneraal daayreektarri olaanaa tajajailichaa Koomiishinar Dammallaash G/mikaaheel akka beeksisanitti aggaammiiwwan miseensota shororkeessitoota idil addunyaa 17 tohatamaniiru.

Nageenya biyyaa eeguuf, biyyoota ollaa waliin tumsaan hojjechuuf qophii balhaan taasifamuu ibsaniiru.

Tajaajilichis maqaasaa gara Wiirtuu Odeeffannoo Biyyoolessaatti jijjiiruun, hojiilee nageenya biyyaa eegsisan hojjechuuf of cimsaa jiraachuu eeraniiru.

Sadarkaa digriitin leenjii laachuuf koolleejjiin kan banamu tahuunis eerameera.
",politics
1601,"Ajjeechaa gaazexessaa Jamaal Kaashogiin walqabatee namoota 5 irratti murtiin duhaa darbe

Manni murtii Saawud Arabiyaa ajjeechaa gaazexessaa Jamaal Kaashogii bara darbee raawwatameen walqabatee namoota shan irratti duha murteessuu isaa, abbaan alangaa biyyattii beeksise.

Kaashogii gaazexessaa motummaa Saawud qeequun kan  beekamudha.

Gaazexeessaan kun mooraa Imbaasii biyyatti kan biyya Tarkii Magaalaa Istaambul keessaatti ajjeefame.

Abbaan alangaa Saawud akka jedheetti, kunis buhaa ""gocha gara jebiinaan guutame"" jechuun namoota kan biraa maqaan hineeramiin 11 himannaa irratti baneera.

Barreessaan addaa Angas Kaallaarm ajjeechaa kanaan walqabatee ilmi Mootii Saawud bin Saalmaan akka qoratamuuf gaafatee ture.

Ilmi motichaa garuu gochicha keessaa harka qabaachuu kan haale yoo tahu, garuu ammoo Onkololeessa keessa akka hogganaan Saawud itti gaafatamummaa guutuu akka fudhatu himee ture.

Walumaa galattis, ajjeechaan gaazexessaa kunis addunyaa guutuutti mata duree dubbii tahee kan ture yoo tahu, motummaa Saawudirrattis qeequumsa olaanaa qaqabsiiseera jechuun BBCtu gabaase.",politics
1602,"Dura taahaan Mana Maree Ceehumsaa Sudaan Leetanaal Janaraal Abdal Fattaah Al Buurhaan ministira Ministeera Bishaan, Jallisii fi Inarjii Dooktar Injiinar Silashii Baqqalaa waliin marihatan.

Dura taahichi hariiroon Ityoophiyaa fi Sudaan daran cimsuu dinqisiifataniiru.

Dooktar Injiinar Silashii Baqqalaan hariiroo gama hundaa Ityoophiyaa fi Sudaanirratti dura taahaa Mana Maree Ceehumsaa Sudaan Leetanaal Janaraal Abdal Fattaah Al Buurhaanii fi ministira Ministeera Bishaan, Jallisii fi Inarjii Suudaan Injiinar Yaasiir Abbaas waliin marihataniiru.

Dooktar Injiinar Silashii Baqqalaan ergaa fi nagaa muummee ministiraa Dooktar Abiy Ahimadirraa ergame, dura taahichaan gahaniiru.

Dura taahichis yeroo gaarii fi guddinni dansaan itti galmaahu hawwaniiru.
",politics
1603,"Muummee ministiraa Dooktar Abiy Ahimad Afrikaa Kibbaa daawwachuufi

Muummee ministiraa Dooktar Abiy Ahimad baatii Faranjootaa Jaanuwaarii 11 – 12,2020 Afrikaa Kibbaa kan daawwatan tahuu Preetooriyaatti Imbaasiin Ityoophiyaa beeksise.

Daawwii hojichaatin hariiroo Ityoophiyaa fi Afrikaa Kibbaa sadarkaa olaanaatti ceesisuuf ni marihatama jedhameera.

Ummannii fi mootummaan biyyattii Ityoophiyaanota achi jiraataniif dahannaa fi jaalala obbolummaa akka laatu faayidaa ni qabaata.

Muummee ministiraa turmaata isaanii Afrikaa Kibbaatin qondaaltota biyyattii fi hawaasa Ityoophiyaa waliin ni marihatuun eegamu.
",politics
1604,"Preezdaantiin FDRI Saahilawarq Zawdeen ergamaa addaa preezdaantii Maalii Proofeesar Aliyuu Saal waajjira isaaniitti simachuun mariisisan.

Preezdaantiin Maalii Ibraahiim Bubaakaar Kiitaan ergaa ergamaa addichaatin erganiin; hariiroon Ityoophiyaa fi biyya isaanii kan barootaa tahuu ibsaniiru.

Jijjiirrama Ityoophiyaatti dhufaa jiru akka dinqisiifatanii fi kan deeggaran tahuus ibsaniiru.

Gurraandhala darbe preezdaant Kiitaan dhimma misoomaa aartii, aadaa fi hambaalee Afrikaa akka qindeessan muudamuun isaanii ni yaadatama.

Isaanis hoggansa damicha tumsu shan aardicharraa filataniiru.

Afrikaa Bahaarraa Ityoophiyaa fi Keeniyaatu filatame.
",politics
