,news,catagory
242,"Itti aanaan kantiibaa magaalaa Finfinnee Injiinar Taakkalaa Uuman gorsaa dhimma diinagdee fi daldalaa Chaayinaa Liiw Yuu waliin marihatan.

Marichaan diizaayinii fi ijaarsa manneen jireenyaa ammayyaa naannoo Gootaraatti hojjetamanirratti xiyyeeffataniiru.

Bulchiinsi magaalaa Finfinnee naannoo Gootaraatti manneen jireenyaa ammayyaa ijaaruuf qophii taasisaa jira.

Ijaarsichi manneen ammayyaa naannoo Lagahaaritti ijaarramutti aanee, naannoo jireenyaa jabaa tahuun ibsameera.

Ijaarsicha kan raawwatu dhaabbata Chaayinaa CCCC fi bulchiinsa magaalaa Finfinneeti.

Ijaarsichi dhiyeenyatti kan ifoomu tahuu Injiinar Taakkalaan ibsaniiru.

Lafa qabiyyee Simiintoo Mogor dabalatee waliigalaan lafa heektaara 27 irratti kan ijaarramudha.
",economics
243," Preezdaant Saahilawarq Zawdeen daayreektara olaanaa Sagantaa Nyaata Addunyaa Deeviid Biizlii waliin marihatan.

Preezdaant Saahilawarq daayreektaricha Masaraa Mootummaa Biyyoolessaatti simachuun mariisisaniiru.

Sagantichi hojiilee kanaan dura hojjetee fi karoora Ityoophiyaatti qaburratti marihataniiru.
",economics
244,"Ministeerri Galiiwwanii Baatii Sadaasa keessa Birrii biiliyoona 19.2 walitti qabuu beeksise.

Baatii Sadaasa 2012 keessa Birrii biiliyoonni 18.3 walitti qabamuuf karoorfamee, Birrii biiliyoonni 19.2 walitti qabamuun ibsameera.

Raawwiin karoora baatichaa kan bara darbeen yoo madaalamu caalmaa Birrii biiliyoona 5.97 yookin %36.14 agarsiisera.

Ministeerichi hojii hubannoo uumuu bifa qindaahen kaffalttoota gibiraaf laaten karooraa ol galii walitti qabuu isaa ibseera.

Qindoominni hojii hoggantoota, hojjettootaa fi hawaasa daldalaa gidduutti jiru buhaa kanaaf gumaacha olaanaa taasiseera jedhameera.

Hojiin baatiwwan shanan darban keessa hojjetame karoora waggaa milkeessuuf agarsiiftuu tahuu ragaan Ministeera Galiiwwaniirraa argame ni mulhisa.
",economics
245,"Baatiiwwan arfan darban keessa daldala alaa irraa galiin Doolaarri Ameerikaa miiliyoonni dhibbi 9 fi miiliyoonni 16.21 argamuun ibsame.

Bara baajataa kana jihoottaan arfan darban keessa oomisha qonnaa fi damee oomisha Albuudaa irraa galiin Doolaarri Ameerikaa miiliyoonni dhibbi 9 fi miiliyoonni 16,21 argamuu isaa Ministeerri Daldalaa fi Indaastirii beeksiseera .

Bara baajatichaa baatiiwwan arfan darbanitti Doolaara Ameerikaa biiliyoona 1.07 argachuuf karoorfamee, galiin argame Doolaara Ameerikaa miiliyoona dhibba 9 fi miiliyoona 16 tahuun ibsameera.

Raawwichi kan bara darbee yeroo walfakkaatu Doolaara Ameerikaa miiliyoona dhibba 8 fi miiliyoona 14.73 yoo madaallamu, caalmaa Doolaara Ameerikaa miiliyoona 101.48 qaba jedhameera.

Oomisha kanneen akka abaaboo, midhaan agadaa, dheedhii, ixaanii uumamaa, jimaa fi elektirikarraa galiin karoora ol argamuun himameera.

Oomishaalee baargamoo, midhaan dheedhii, uffata, buna, albuuda taantaalamii fi midhaan zayitaa gara biyya alaatti ergaman irraa ammoo galiin % 75 hanga % 99 argameera.

Akkasumas fuduraa fi muduraa, foon, gogaa fi buhaa gogaa, meeshaalee elektirooniiksii, horii dhaabbii, aannanii fi buhaa aannanii, baala shaayii irraa % 50 hanga % 74 argameera.

Gama biraan oomishaaleen kanneen akka dhugaatii, qoricha, keemikaala, meeshaalee ijaarsaa, miheessituuwwan, albuuda, buhaa foonii fi sibiilotaa irraa sharafni alaa argame gadi aanaa (%50 gadi) tahuu ragaan ministiricharraa argame ni agarsiisa.
",economics
246," Dhaabbanni Maallaqaa Addunyaa Ityoophiyaaf deeggarsa Doolaara biiliyoona 2.9 ifoomse.

Dhaabbatichi deeggarsicha ifoomsuu muummee ministiraa Dooktar Abiy Ahimad beeksisaniiru.

Muummee ministiraa Dooktar Abiy Ahimad karaa fuula Feesbuukii isaanitiin akka beeksisanitti, dhaabbatichi deeggarsicha ifoomsera.

Muummee ministiraa Dooktar Abiy dhaabbatichi deeggarsicha laachuu isaatif galateeffataniiru.

Dooktar Abiy deeggarsichi akka dhugoomu daayreektarri olaantuu dhaabbatichaa Kristaaliinaa Joorjeevaan gumaacha taasisaniif galateeffataniiru.

Deeggarsi maallaqichaa fooyyessa diinagdee biyya keessaa tumsuuf oola.
",economics
247,"Kaffaltoota gibiraa federaala kuma 10 gara sirna taaksii ammayyaatti galchuuf hojjetamaa jirachuu Ministeerri Galiiwwanii beeksise.

Ministeerri Galiiwwanii akka beeksisetti hojichi amma ammaatti kaffaltoota gibiraa kuma 4 fi 671 faayiila kallattii intarneetii (‘oon laayinh) galchuu kan dandahudha.

Amma dhuma baatii Muddeetti kaffaltoota gibiraa kuma 10 gara sirna ammayyaa kanatti galchuuf ni hojjetama jedhan ministirri Galiiwwanii aadde Adaanach Abeebeen.

Sirni sassaabbii gibiraa kun yeroo fi baasii kaffaala gibiraa ni qusatas jedhan.

Milkaahina sirna kanaatif hoggansi gaheesaa bahauchuu qabas jedhan ministirittiin.
",economics
248,"Qopheessituun yaahii jijjiirama qabeenya qilleensa addunyaa 26ffaa Biriitaaniyaan mala misooma magariisaa Ityoophiyaa cimsitee akka deeggartu beeksifte.

Yaahiin Jijjiirrama qabeenyaa qilleensaa kun Ispeen magaalaa Maadiriiditti gaggeeffamaa jira.

Komishinerri komishinii Naannoo, Bosonaa fi Jijjiirama Qilleensaa Ityoophiyaa Proofeesar Fiqaaduu Bayyanaa Preezdaantii Jijjiirama Qilleensaa 26ffaa Biriitaaniyaa aadde Kileer Ooneel waliin marhataniiru.

Aadde Kileer carraaqqii Ityoophiyaan magariisummaa fi misoomaa itti fufiinsa qabuuf taasistu fakkeenyumma gaarii kan qabu tahuu kaasuun, ummannii fi mootummaan Biriitaaniyaa misooma magariisaa Ityoophiyaa cimsanii akka deeggaran ibsaniiru.

Bifuma walfakkaatuun Jarman sochii Ityoophiyaan dhiibbaa jijjiirrama qabeenya qilleensaa hirhsuuf fedhii isheen taasiiftu kan deeggartu tahuu beeksiftee jirti.
",economics
249," Baankiin Addunyaa fi Dhaabbanni Maallaqaa Addunyaa (IMF) Ityoophiyaa fooyyahinsa diinagdee biyyaaf maallaqa barbaachisu Doolaara biiliyoona 10 keessaa walakkaadhaa ol uwwisuuf waliigalan.

Ityoophiyaan fooyyahinsa diinagdee biyyaa itti fufiinsa qabuu fi fayyadamummaa ummataa mirkaneessu dandahu ifoomsiteetti.

Ministiri Deettaan Ministira Maallaqaa Dooktar Iyoob Takkaaliny hojiiwwaan fooyyahinsa waliin walqabatee rakkinoota sirna faayinaansi duraan ture sirreessuun imaammatni maallaqaa fooyyaahuu himaniiru jechuun Faasikaw Taaddaseetu gabaase.
",economics
250,"Proojaktiin Ityoophiyaa Dhihaa kooriidarii tuuriizimii taasisu ifoome

Seenaa mootota Ityoophiyaa keessatti kallattii biyyattii hundumaan bulchaa kan turan keessaa teessoo isaanii Wallagga /magaalaa Naqamtee kan taasifatan masaraan mootii (Dajjaazmaach) Kumsaa Morodaa Bakaree ni argama.

Masaraan mootii Kumsaa waqtichatti masaraa mootii ammayyaaha tahuun isaa kan yaadatamudha.

Haatahutii yeroo ammaa kana sadarkaa yaaddessaan miidhaan irraa gahaa jira.

Kana yaada keessa galchuun ogeessonni tuuriizimii fi hoteelaa Oromiyaa gamtaan qindaahuun masaraa mootii Kumsaa Morodaa suphuu fi deebisanii misoomsuuf proojaktii qopheessuun sochohaa jiru.

Proojaktiin Ityoophiyaa Dhihaa koriidarii tuurizimii tokko taasisu kun kaleessa Sadaasa 30,2012 galma Abbaa Taayitaa Qorannoo Hambaa fi Eegumsaatti ifoomera.

Madda faayinaansii suphaa Ministeera Aadaa fi Tuuriizimii FDRI fi mootummaa naannoo Oromiyaatu waliin barbaada.

Suphaan isaa bifa isa duraanii akkaataa eeggateen akka raawwatamu daayreektarri daayreektooreetii qorannoo hambaa fi eegumsaa obbo Hayiluu Waldatsaadiq hubachiisaniiru.

Masaraan mootichaa kun kan hojjetame ogeessota Giriikin bara 1870 akka tahe seenaan ni hubachiisa.

Masaraan kun balhina lafa heektaara 2.5 irra kan buufate yoo tahu, mooraan isaa balbaloota shan qaba.

Mooraa isaa keessatti manneen tajaajila garagaraa akka laataniif ijaaraman heddun ni argamu.

Kanneen keessaa manni keessummoota biyya keessaa fi alaa simachuuf kan qophaahe jira.

Kan biroo galma gibiraa, mana maallaqaa, kutaa turtii dhiirotaa akkasumas kan dubartootaa, galma dhaddachaa, kutaan lafa jalaa masaraa mootichaa bakka meeshaawwan kennaa fi galiin gibiraa taahu, meeshaan waraanaa fi meshaawwan tokko tokko itti kuufamanidha.

Itti aanaan bulchaa godina Wallagga Bahaa obbo Azmaraa Ejeree proojakticha milkeessuuf hojii mata keenyaa godhannee ni hojjenna jedhaniiru.

Dajjaazmaach Kumsaa Morodaa Bakaree bara 1881 hanga 1916 bulchiinsa waliigalaa Wallagaa duraanii mootii bulchan tahuu seenaan jireenya isaanii ni muldhisa.
",economics
251,"Agarsiistun ragaa staatiistiiksii ammeentaa jireenyaa, barnootaa fi galii kaappitaalaa %65.8 dabaluu Dhaabbata Mootummoota Gamtoomanitti dameen Ityoophiyaa beeksise.

Daballiin kunis bara Faranjootaa 2000 eegaleeti.

Kunis ammeentaan jireenyaa waggoota 14.3 dabaluu agarsiisa..

Yaatahuutii agarsiistun ragaa staatiistiiksii ammeentaa jireenyaa, barnootaa fi galii kaappitaalaa kun bulchiinsa nageenya hawaasummaadhaa gadi jedheera dhaabbatichi.

Ityoophiyaan koorniyaa idileessuurratti biyyoota 163 keessaa sadarkaa 123ffaarra teessetti.

Kun ammoo koorniyaa idileessuurratti ammas daran hojjetamuu akka qabu agarsiisa.

Rakkoolee akkanaa furuuf Ityoophiyaan barnootarratti hojjechuu qabdi jedheera dhaabbatichi.

Bara Faranjootaa 2018 Ityoophiyaatti jiddugaleessan ammeentaan jireenya waggaa 65.5 ture, bara Faranjootaa 2019 kana keessa ammoo waggaa 66.34 tahuu ragaan Dhaabbata Fayyaa Addunyaa ni agarsiisa.
",economics
252,"Karoorri dhiyeessii humna elektirikaa Ityoophiyaa dachaa afuriin guddisuu dandahu qophaahuun ibsame.

Karoorri haaraan qophaahe kun waggaa 10 keessatti guutummatti hojiirra kan oolu yoo tahu, humna bishaan waliin walqabatu gara meegaa waatii kuma 14 kan guddisudha jedhame.

Ityoophiyaan qabeenya bishaaniin meegaa waatii kuma 40 hanga 50 kan gahu elelktirikii kan maddisiiftuu fi dandeetti oomishuu kan qabdu yoo tahellee, biyyattiin hammi humni biyyattiin maddisiiftu meegaa waatii kuma 4 fi400 darbuu hin dandeenye.

Kanumaan walqabatee Ityoophiyaatti fedhiin humna elektirikaa waggaadha gara waggaatti sadarkaa olaanaan dabalaa dhufuun, dhiyeessii humna elektirikaa dachaa afuriin dabaluu karoorri haaraa qophaahuu Ministeerri Bishaan, Jallisii fi Inarjii beeksiseera.

Karoorichi tajaajila haqa fayyadamummaa fi waliingahinsa kan mirkaneessudha jedhame.

Sadarkaa jireenya lammiilee jijjiiruu aaksumaas guddina diinagdee fi hawaasummaa saffisiisuuf kan kayyeeffate tahu Deettaan Ministirii Bishaanii, Jallisii fi Inaarjii Dooktar Firehiywoot Waldahaannaa Faanaa Biroodkaastiing Koorporetitti himaniiru.

Karoora kana keessa sararri elektirikaa amma jiru kiiloo meetra kuma 20 gara kiiloo meetra kuma 34 kan guddisuu fi buufatalee rabsaa elektirikaa 204 gara 256 kan guddisuu akkasumaas lammiilee hunda fayyadamaa kan taasisudha jedhan.

Hamma humna oomishamu gara meegaa waatii kuma 20 kan geessisu yoo tahu, bishaanirraa meegaa waatii kuma 14, humna aduurraa kuma 1 fi 700, jihootarmaalirraa 900 fi qilleensarraa hanga kuma 2 kan gahu akka oomishamu waajjiri Ministeera Bishaanii, Jallisii fi Inaarjii beeksiseera. ",economics
253,"Magaalaa Finfinneetti baatiiwwan 6n darbanitti ijaarsi daandii kiilo meetira 340 haaraa fi suphaan hojjetamuu Abbaan Taayitaa Daandiiwwanii Finfinnee beeksiseera.

Abbaan taayitichaa raawwii hojii baatiiwwan 6 darbanii gamaaggameera.

Baatiiwwan 6n darbanitti hojiin hojjetame jajjabeessaa tahuu daayreektarri olaanaa abbaa taayitichaa Injiinar Moogas Xibabuu ibsaniiru.

Bara baajataa hafe kana keessas daandiiwwan eegalamanii osoo hin xumuramin jiranii fi deebiisanii ijaaruu irratti xiyyeeffannoon ni hojjetama jedhan.

Dabalataan proojaktoota ijaarsa daandii caalbaasiin isaanii adeemsarra jiru yeroo gabaabaa keessatti xumuruun hojiin akka eegalamu ni taasiifama jedhan Injiinara Moogas.

Baatiiwwan 6n darban keessa daandii haaraa fi suphaan kiilo meetirri 340 hojjetamuu isaa ragaan Sakreetariyaat Preesii magaalichaarraa argame ni mulhisa.",economics
254,"Ummataaf Fedhii geejjibaa guutuu fi gaaffiilee damichaan kahu deebisuuf hojjetamuu qaba jedhame.

Ministeerri Geejjibaa fi dhaabbileen qindoomaa geejjibaa raawwii hojii Baatii 6 irratti gamaggama gaggeessaa jiru.

Gamaggama raawwii hojji Baatii 6 kana irratti argamuun haasawa kan taasisan Ministirri Geejjibaa FDRI aadde Daagimaawwiit Mogas ciminoota argaman itti fufsiisuun, hanqinoota mulhatan ammoo furuuf hojjetamuu qaba jedhan.

Fedhii geejjibaa guutuu fi gaaffilee damichaan dhiyaataniif deebii kennaa deemuun murteessadha jedhan.

Guyyaa harhaa gabaasni raawwii Geejjiba Baabuura Iityoo-Jiibuutii, Abbaa Taayitaa Siiviil Aveeshinii Ityoophiyaa, waajjira Bulchiinsa Fandii Daandii dabalatee kan dhaabbilee qindoomaa Geejjibaa biroo dhiyaachuun mariin irratti gaggeeffameera.

Gamaggamichi boorus kan itti fufu yoo tahu, hanqinoota damicha irratti mulhatan haala furuun dandahamu irratti kallattiin kan kaahamu tahuu ragaan Ministeera Geejjibaa argame ni mulhisa.",economics
255,"

Finfinnee, Amajjii 5, 2012 (FBC) – Proojaktoota ijaarsisaanii harkifate xumursiisuuf Birriin miiliyoonni 500 ramadameera.

Sadarkaa itti aanaa preezdaantii mootummaa naannoo Oromiyaatti hogganaan seektara misooma baadiyyaa Dooktar Girmaa Amantee, proojaktoota daandii cirrachaa Yaayyoo Elemoo, Godina Iluu Abbaaboor aanaa Doorannii daawwataniiru.

Proojaktoota kanneen keessaa daandii cirrachaa baadiyyaa Yaayyoo Elemoof Biirrin miiliyoonni 100 ramadameera jedhan Dooktar Girmaan.

Naannoo Oromiyaa keessaa proojaktoonni ijaarsi isaanii waggoota torbaaf harkifatan 6 jiraachuu Dooktar Girmaan dubbataniiru.

Bara kana komii hawaasaa furuuf daandiiwwan caccaban suphuu fi proojaktoota ijaarsi isaanii harkifaman xumuruuf hojii balhaan hojjetamaa jiraachuus dubbataniiru.
",economics
256,"

Finfinnee, Amajjii 5, 2012 (FBC) – Paarkii Industirii magaalaa Waraabee baasii doolaara miiliyoona dhibba tokkoo fi miiliyoona 53 ijaaramuuf iddoon ijaarsa filatame.

Paarkichi lafa heektaara 300 irratti kan ijaaramu yoo tahu, hojii ijaarsaa dhaabbata Chaayinaa YT jedhamuun akka raawwatu waajjirri invastimantii godinichaa beeksiseera.

Ijaarsichi siha xumuramutti jiraattoota naannichaa kuma 20 oliif carraa hojii ni uuma jedhamet eegama.

Sirna iddoo ijaarsa filachuu kanarratti hoji gaggeessitoonni dhaabbatichaa, bulchaa godina Silxee obbo Alii Kadiir fi hoggantoonni hojii mootummaa godinachaa argamaniiru.

Paarkichi damee huuccuu, sibiilaa, nyaataa fi buhaalee nyaataa akkasumaas dameewwaan biroorratti akka bobbahu hoji gaggeessan dhaabbatichaa himaniiru.

Bulchaan godina Silxee obbo Alii Kadiir gama isaaniin paarkichi ijaaramuun magaalaa Waraabee akkasumaas guddina diinaagdee godinicha irratti faayidaa olaanaa qabaachuu kaasaniiru.
",economics
257,"Finfinnee, Amajjii 7, 2012 (FBC) – Rakkoolee indaastirii damee gogaa mudataa jiru furuuf imaammata mootummaa fooyyessuu dabalatee hojiilee hedduun hojjetamaa jiraachuun ibsame.

Ministeerri Daldalaa fi Indaastirii abbootii qabeenyaa damee gogaa fi buhaa gogaa irratti bobbahan waliin marihateera.

Rakkoolee indaastirii damee gogaa mudataa jiru furuuf hojiilee hedduun hojjetamaa jiraachuu ministir deettaan damee aagroo proosasiingii fi faarmaasiyuutikaalii Ministeera Daldalaa fi Indaastirii obbo Takkaa Gabrayyasuus dubbataniiru.

Gibira gogaarra kaahamee ture % 50 kan kaasu qajeelfamni qophaahe tibbana hojiirra ooluu isaa dubbataniiru.

Kaayyon qajeelfamichaa abbootii qabeenyaa biyya keessaa abbootii qabeenyaa alaa waliin walitti hidhuun walqixa fayyadamoo taasisuuf akka tahe ibsaniiru.

Biyyattiinis damicha irraa buhaa argachuu qabdu akka argattuuf qajeelfama baheedha jedhan obbo Takkaan.

Yaa tahuutii qajeelfamichi abbootii qabeenyaa biyya alaa oomisha gogaa irratti bobbahaniif sodaa tahuun isaa kan hin oolle akka tahe hubachiisaniiru.

Abbootiin qabeenyaa biyya alaas gama isaaniin qajeelfamichi qophaahuu isaa hordofee hanqinni dhiyeessii fi daballiin gatii hammaa olii akka hin uummamneef hojjetamuu qaba jechuu isaanii ragaan ministeericharraa argame ni mulhsa.",economics
258,"

Finfinnee, Amajjii 7, 2012 (FBC) – Itti aanaan kantiibaa bulchiinsa magaalaa Finfinnee Injiinar Taakkalaa Uumaan guyyaa harhaa hoji raawwachiistota baankii hunda waliin marhataniiru.

Tumsa baankotaa fi deeggarsa bulchiinsa magaalaa Finfinneetin bakki dhaabbii konkolaataa ammayyaahaa fi giddugalli daldalaa qindaahaan ijaaramuuf qophiirratti argama.

Giddugalichi dargaggoota hojii uumaan kan tajaajiludha jedhame.

Baankonni magaalaa Finfinneetti argaman hojiiwwan dargaggoota fayyadanirratti karoora qabatan hojiirra oolchuuf qophii jalqbaa taasisaa jiraachuun himameera.

Dabalataanis tajaajila galii gibiraa dabalatee tajaajiloonni Baankii Daldala Ityoophiyaa qofaan kennamaa turan, baankota hundatti akka raawwatamuuf qorannoon gaggeeffamaa jiru sadarkaa maalirra akka jiru marihatameera.
",economics
259,"Finfinnee, Amajjii 7, 2012 (FBC) – Eejansiin Tajaajila Bittaa fi Bulchiinsa Qabeenya Mootummaa hojimaata dhiyeessii qamadii dhiyeessitoota idil addunyaatin calbaasiin raawwatamaa ture jijjiiruuf hojjechaa jiraachuu ibse.

Adeemsa dhiyeessii siheessuuf hojii bittaa mootummaan mootummaadhaf ittiin dhiyeessu hojiirra oolchuuf hojjetamaa jira jedhan daayreektarri olaantuun ejansichaa aadde Tsiwwaayee Mulunah Faanaa Broodkaastiing Koorporeet waliin turmaata taasisaniin.

Adeemsa bittaa kana milkeessuuf gareen Ministeera Maallaqaan gaggeeffamu kan hundaahe yoo tahu, garichi qulqullina, hammaa fi bifa qamadii Yuukreen, Raashiyaa fi Awustiraaliyaa ilaalchisuun daawwii tasiseera jedhan.

Aadde Tsiwwaayeen waajjira seektara garagaraan qamadiin ajajame gara biyyaatti galaa jiraachu eeraniiru.

Kana keessaa qamadiin adeemsa bittaarratti argamu kan Koorporeeshinii Hoji Daldalaa Ityoophiyaa meetrik toonii kuma dhibba 4, Koomiishinii Hoggansa Sodaa Balaa Biyyaalessaa meetrik toonii kuma 200, Ministira Qonnaa meetrik toonii kuma 1 fi kuma 55 tahuu kaasaniiru.

Mahaammad Aliitu gabaase.
",economics
260,"Finfinnee, Amajjii 8, 2012 (FBC) – Proojaktoota daandii 6 ijaarsi isaanii eegale harkifate xumursiisuuf baajatni dabalataa Birrii miiliyoona 500 ol ramadamuu Abbaan Taayitaa Daandiiwwanii Oromiyaa ibse.

Jilli sadarkaa itti aanaa preezidaantiitti qindeessaan kilaastara qonnaa Dooktar Girmaa Amanteen duurfamu proojaktoota godinoota Lixa Oromiyaatti argaman afur daawwateera.

Proojaktoonni daandii godinoota Jimmaa, Bunnoo Baddallee, Iluu Abbaa Booraa fi Shawaa Lixaa aanota garagaraatti ijaarsi isaanii harkifate madda komii ummataa tahaniiru.

Ijaarsicha xumursiisuuf mootummaan haala addaan baajata Birrii miiliyoona dhibba 5 fi miiliyoona 56 eeyyamuun ijaarsicha waggaa qabametti xumursiisuuf hojjetamaa jira.

Daayreektarri olaanaa Abbaa Taayitaa Daandiiwwanii Oromiyaa Injiinar Dajanee Fiqaaduun daandichi yeroodhan xumuramuu dhabuun madda rakkoo bulchiinsa gaarii taheera jedhan.",economics
261,"Finfinnee, Amajjii 8, 2012 (FBC) – Dhaabbata Mootummoota Gamtoomanitti Sagantaan Nyaataa Kibba Afrikaatti namoonni miiliyoona 45 ol hanqina nyaataaf saxilamuu beeksise.

Namoota hanqina nyaataaf saaxilaman hedduun dubartootaa fi daahimman tahuu ibseera.

Kibba Afrikaatti gogiinsaa fi balaa lolaa uumamuun hanqina nyaataaf sababa taheera.

Sagantaa Nyaataa Idil Addunyaatti daayreektarri biyyoota Kibba Afrikaa Loolaa Kaastiroo hanqinni akka kanaa kun kanaan dura muldhatee kan hin beeknee fi rakkoo hamaa qaqqabsiisuu akka malu akeekkachiisaniiru.

Dhaabbatichi namoota hanqina nyaataaf saaxilamaniif kan barbaachisu Doolaara miiliyoona dhibba 4 fi miiliyoona 89 keessaa hanga ammaatti Doolaara miiliyoona dhibba 2 fi miiliyoona 5 qofaa walitti qabuusaa ibseera.

Iswaatiinii, Leesootoo, Maadaagaaskaar, Maalaawii, Moozaambiik, Naamiibiyaa, Zaambiyaa fi Zimbaabuween biyyoota gogiinsaan miidhamaan tahuun ibsameera.

Kanneen keessaa lammiileen Zimbaabuwee walakkaadhaa ol hanqina nyaataaf kan saaxilaman yoo tahu, arboonni hedduun beelaan dhumaniiru.",economics
262,"

Finfinnee, Amajjii 8, 2012 (FBC) – Wixineen labsii eksaayiz taaksii gatii konkolaattota ""cc""  1300 gadii %30 gara %5tti gadi buusa.

Kunis gatii konkolaattota manaa haaraa %83 hirhisa jedhameera.

Ministeerri Maallaqaa eksaayiz taaksii fooyyaherratti harha ibsa laatera.

Ministir deettaan Ministeera Maallaqaa Dooktar Iyyoob Takkaalliny fooyyahiinsichi gatii konkolaattota haaraa ""cc"" 1300 dhibbantaa 30 gara %5tti kan gadi buusu tahuu ibsaniiru.

Kunis gatii konkolaattota manaa, haaraa %83 gadi buusa jedhaniiru.

Eksaayiz taaksiin dhugaatii alkoolii fi tamboorra kaahame xiqqaadhan komii kahaa turerrattis ibsa laataniinis, indaastiriin dhugaatii lammiilee hedduuf carraa hojii uumaa waan jiruuf, kan tamboo qofarratti sirreeffamni kan taasifamu tahuu ibsaniiru.

Haaluma kanaan eksaayiz taaksiin tamboorra kaahamee ture %35, gara %36tti akka ol guddatu taasifameera jedhan.

Bishaan saamsamaarratti taaksiin kaahamuuf ture %15, dhibbantaa 10 akka tahutti fooyyaheera.

Manni Maree Bakka Buhoota Ummataa FDRI fooyyahiinsa eksaayiz taaksichaa dhiyeenyatti itrratti marihachuun ni raggaasisaan eegama.

Meeshaalee buhuuraarratti akka waan daballiin taasifameetti sobanii burjaajjiin daldaltoota daballii gatii taasisan irratti tarkaanfiin ni fudhatama jedhaniiru.

Haabtaamuu Taklasillaaseetu gabaase.
",economics
263,"

Finfinnee, Amajjii 9, 2012 (FBC) – Waldaan Hojii Gamtaa Uurji Oromiyaa magaalaa Asallaatti giddugala gabaa Birrii miiliyoona 100 ijaarsisuufi.

Giddugala abbaa darbii 10 magaalaa Asallaatti ijaarramuuf harha dhagaan buhuuraa kaahameera.

Waldichi bara 2010 kan hundaahe yammuu tahu, amma miseensota 260 horatee, kaappitaala isaa Birrii miliyoona 97n gahateera.

Lafa kaaree meetira 1,900 irratti suuqota 29 ijaarsisuun miseensota waldichaatiif caalbaasiidhaan dabaresee laatera.
",economics
264,"Finfinnee, Amajjii 12, 2012 (FBC) – Proojektiin daandii Malkaasaa – Matahaaraa, Abboomsaa, Asakoo – Diibuu qaamooleen dhimmi ilaallatu qindoominaan hojjechuu dhabuu isaaniitiin harkifachuun ibsame.

Koree dhaabbiin dhimmoota misooma magaalaa, konistiraakshinii fi geejjibaa Mana Maree Bakka Buhoota Ummataa FDRI naannoo Oromiyaa godina Shawaa Bahaa fi godina Arsii proojektii daandii Malkaasaa – Mataharaa daawwateera.

Daandiin kun Birrii biiliyoona 1.2 hojjetamaa kan jiru yoo tahu, kiloo meetira 94 dheerata.

Ijaarsi daandii kanaa walakkeessa bara 2010 kan eegalame tahuu itti waammamaan proojektichaa Injiinera Siisaay Jaagamaa dubbataniiru.

Proojektiin kun aanaalee 5 kan uwwisu yoo tahu godinaalee lamaan walqunnamsiisa jedhameera.

Ijaarsi daandii kanaa dhaabbata biyya keessa ‘Niikoomaad Koonstiraashinh jedhamuun waggaa sadi keessatti xumuramuuf waliigameet ture.

Hanga ammaattis kiloo meetira 55 irra gahuu osoo qabuu kiloo meetirri 12 qofatu raawwatame jedhameera.

Ijaarsi daandichaa waggoota lamaaf sababa qabiyyee lafaa fi utubaa ibsaan osoo hin hojjetaman hafuu gorsan proojektichaa obbo Falmataa Atoomsaa dubbataniiru.

Sababa kanaan kiloo meetirri 50 dhaabbilee ijaarsaaf oso hin laattamni hafee jira jedhan.

Dhaabbileen ijaarsaa fedhiin isaan hojiif qaban gadi aanaa tahuun hojichi haala barbaaddamuun akka hin raawwanneef sababa tahuus obbo Falmataan koree dhaabbii kanaaf ibsaniiru.

Kaffaltiin beenyaa kaffalamee xumuramuu dhabuun hojichaaf gufuu guddaa tahuu itti gaafatamaan proojektichaa obbo Eeliyaas Yitibaarak dubbataniiru.

Koreen dhaabbii kunis dhaabbileen kunneen haala waliigalteen hojjechaa akka hin jirree fi hojichaaf humna namaa fi meeshaalee barbaachisu hunda fayyadamee hojjechaa akka hin jirre daawwannaa taasiiseen hubachuu beeksiseera.

Daandichi komii balhaa kaasa akka jiru kan ibse korichi qaamni dhimmi ilaallatu faayidaa ummataaf jecha gahee irraa eeggamu bahuu akka qaban gaafataniiru.

Waliigala hanqinni mulhate qindoomina dhabuu qooda fudhattoota hundaa tahuu fi xiyyeeffannoo addaan hojjetamuu akka qabu dhaamuu isaa ragaan Mana Mare Bakka Buhoota Ummataa FDRI argame ni agarsiisa.

Bifuma walfakkaatun proojektiin daandii Abboomsaa, Asakoo – Diibuus rakkina walfakkaatu kan qabu tahuu korichi daawwannaa taasiiseen adda baaseera.

Daandiin kunis hanga ammaatti kiilo meetirri 60 osoo raawwachuu qabuu kiloo meetirri 20 qofti raawwachuun isaa ibsameera.

Proojektiin lamaan komii ummataa olaanaa tahaa jiraachuun koreen qeeqee jira.

Waliigala hanqinni mulhate qindoomina dhabuu qooda fudhattoota hundaa tahuu fi xiyyeeffannoo addaan hojjetamuu akka qabu dhaamuu isaa ragaan Mana Mare Bakka Buhoota Ummataa FDRI argame ni agarsiisa.",economics
